DateTime;Sensor 1 - NO₂ (ppm);DateTime;Sensor 2 - NO₂ (ppm);DateTime;Sensor 1 - CO (ppm);DateTime;Sensor 2 - CO (ppm);DateTime;Sensor 1 - Temperature (°C);DateTime;Sensor 2 - Temperature (°C);DateTime;Sensor 1 - Humidity (%);DateTime;Sensor 2 - Humidity (%);DateTime;Sensor 1 - Battery (%);DateTime;Sensor 2 - Battery (%)
2015-07-02 00:00:00;0.02357142857142857;2015-07-02 00:00:00;0.04357142857142857;2015-07-08 17:00:00;2.68;2015-07-08 17:00:00;0.82;2015-07-02 00:00:00;106.10071428571428;2015-07-02 00:00:00;15.525714285714287;2015-07-02 00:00:00;-25.800000000000004;2015-07-02 00:00:00;79.05142857142859;2015-07-02 00:00:00;95.64285714285714;2015-07-02 00:00:00;83
2015-07-02 01:00:00;0.019285714285714285;2015-07-02 01:00:00;0.06538461538461539;2015-07-09 01:00:00;2.62;2015-07-09 01:00:00;0.68;2015-07-02 01:00:00;104.02857142857142;2015-07-02 01:00:00;15.43;2015-07-02 01:00:00;-25.800000000000008;2015-07-02 01:00:00;81.35615384615383;2015-07-02 01:00:00;96.28571428571429;2015-07-02 01:00:00;85.23076923076923
2015-07-02 02:00:00;0.019230769230769232;2015-07-02 02:00:00;0.06785714285714287;2015-07-09 09:00:00;2.47;2015-07-09 09:00:00;0.76;2015-07-02 02:00:00;112.30384615384615;2015-07-02 02:00:00;16.033571428571427;2015-07-02 02:00:00;-25.800000000000004;2015-07-02 02:00:00;78.62999999999998;2015-07-02 02:00:00;94.84615384615384;2015-07-02 02:00:00;85.78571428571429
2015-07-02 03:00:00;0.019285714285714288;2015-07-02 03:00:00;0.04357142857142857;2015-07-09 17:00:00;2.32;2015-07-09 17:00:00;0.73;2015-07-02 03:00:00;101.7;2015-07-02 03:00:00;16.585714285714285;2015-07-02 03:00:00;-25.800000000000004;2015-07-02 03:00:00;73.01785714285714;2015-07-02 03:00:00;95.21428571428571;2015-07-02 03:00:00;83.92857142857143
2015-07-02 04:00:00;0.017857142857142856;2015-07-02 04:00:00;0.03571428571428571;2015-07-10 01:00:00;2.3;2015-07-10 01:00:00;0.66;2015-07-02 04:00:00;107.87500000000001;2015-07-02 04:00:00;16.655;2015-07-02 04:00:00;-25.800000000000004;2015-07-02 04:00:00;75.25;2015-07-02 04:00:00;95.78571428571429;2015-07-02 04:00:00;82.85714285714286
2015-07-02 05:00:00;0.02;2015-07-02 05:00:00;0.034999999999999996;2015-07-10 09:00:00;2.43;2015-07-10 09:00:00;0.93;2015-07-02 05:00:00;115.22642857142857;2015-07-02 05:00:00;15.340714285714286;2015-07-02 05:00:00;-25.8;2015-07-02 05:00:00;74.74000000000001;2015-07-02 05:00:00;96.5;2015-07-02 05:00:00;81.35714285714286
2015-07-02 06:00:00;0.019285714285714288;2015-07-02 06:00:00;0.027142857142857142;2015-07-10 17:00:00;2.37;2015-07-10 17:00:00;0.85;2015-07-02 06:00:00;92.80642857142857;2015-07-02 06:00:00;19.09642857142857;2015-07-02 06:00:00;-25.800000000000004;2015-07-02 06:00:00;69.78642857142857;2015-07-02 06:00:00;95.5;2015-07-02 06:00:00;82.35714285714286
2015-07-02 07:00:00;0.025714285714285714;2015-07-02 07:00:00;0.02642857142857143;2015-07-11 01:00:00;2.32;2015-07-11 01:00:00;0.67;2015-07-02 07:00:00;97.62142857142855;2015-07-02 07:00:00;18.54357142857143;2015-07-02 07:00:00;-25.800000000000004;2015-07-02 07:00:00;64.48357142857142;2015-07-02 07:00:00;95.57142857142857;2015-07-02 07:00:00;79.35714285714286
2015-07-02 08:00:00;0.015384615384615384;2015-07-02 08:00:00;0.009999999999999998;2015-07-11 09:00:00;2.47;2015-07-11 09:00:00;1.24;2015-07-02 08:00:00;108.95384615384614;2015-07-02 08:00:00;19.327142857142857;2015-07-02 08:00:00;-25.800000000000004;2015-07-02 08:00:00;58.68714285714285;2015-07-02 08:00:00;96.46153846153847;2015-07-02 08:00:00;80.71428571428571
2015-07-02 09:00:00;0.014285714285714287;2015-07-02 09:00:00;0.0038461538461538464;2015-07-11 17:00:00;2.48;2015-07-11 17:00:00;1.21;2015-07-02 09:00:00;110.03999999999999;2015-07-02 09:00:00;20.765384615384615;2015-07-02 09:00:00;-25.800000000000004;2015-07-02 09:00:00;56.7153846153846;2015-07-02 09:00:00;95.5;2015-07-02 09:00:00;79.6923076923077
