"","times","variable","value","sensor"
"1",2015-11-10 04:40:10,"temp",21.3723468780518,"Tag3"
"2",2015-11-10 04:41:00,"temp",21.3830718994141,"Tag3"
"3",2015-11-10 04:41:59,"temp",21.3937969207764,"Tag3"
"4",2015-11-10 04:43:01,"temp",21.3830718994141,"Tag3"
"5",2015-11-10 04:44:01,"temp",21.3723468780518,"Tag3"
"6",2015-11-10 04:44:53,"temp",21.3830718994141,"Tag3"
"7",2015-11-10 04:45:52,"temp",21.3723468780518,"Tag3"
"8",2015-11-10 04:46:39,"temp",21.3723468780518,"Tag3"
"9",2015-11-10 04:47:37,"temp",21.3830718994141,"Tag3"
"10",2015-11-10 04:48:37,"temp",21.3830718994141,"Tag3"
"11",2015-11-10 04:49:37,"temp",21.3830718994141,"Tag3"
"12",2015-11-10 04:50:38,"temp",21.3723468780518,"Tag3"
"13",2015-11-10 04:51:35,"temp",21.3723468780518,"Tag3"
"14",2015-11-10 04:52:37,"temp",21.3723468780518,"Tag3"
"15",2015-11-10 04:53:35,"temp",21.3723468780518,"Tag3"
"16",2015-11-10 04:54:38,"temp",21.3723468780518,"Tag3"
"17",2015-11-10 04:55:40,"temp",21.3723468780518,"Tag3"
"18",2015-11-10 04:56:38,"temp",21.3830718994141,"Tag3"
"19",2015-11-10 04:57:41,"temp",21.3830718994141,"Tag3"
"20",2015-11-10 04:58:43,"temp",21.3723468780518,"Tag3"
"21",2015-11-10 04:59:31,"temp",21.3723468780518,"Tag3"
"22",2015-11-10 05:00:25,"temp",21.3723468780518,"Tag3"
"23",2015-11-10 05:01:18,"temp",21.3723468780518,"Tag3"
"24",2015-11-10 05:02:18,"temp",21.3723468780518,"Tag3"
"25",2015-11-10 05:03:21,"temp",21.3616218566895,"Tag3"
"26",2015-11-10 05:04:14,"temp",21.3616218566895,"Tag3"
"27",2015-11-10 05:05:15,"temp",21.3616218566895,"Tag3"
"28",2015-11-10 05:05:59,"temp",21.3616218566895,"Tag3"
"29",2015-11-10 05:07:02,"temp",21.3723468780518,"Tag3"
"30",2015-11-10 05:07:57,"temp",21.3723468780518,"Tag3"
"31",2015-11-10 05:08:56,"temp",21.3616218566895,"Tag3"
"32",2015-11-10 05:09:55,"temp",21.3723468780518,"Tag3"
"33",2015-11-10 05:10:56,"temp",21.3616218566895,"Tag3"
"34",2015-11-10 05:11:55,"temp",21.3616218566895,"Tag3"
"35",2015-11-10 05:12:57,"temp",21.3723468780518,"Tag3"
"36",2015-11-10 05:13:54,"temp",21.3616218566895,"Tag3"
"37",2015-11-10 05:14:46,"temp",21.3616218566895,"Tag3"
"38",2015-11-10 05:15:41,"temp",21.3830718994141,"Tag3"
"39",2015-11-10 05:16:42,"temp",21.3723468780518,"Tag3"
"40",2015-11-10 05:17:42,"temp",21.3723468780518,"Tag3"
"41",2015-11-10 05:18:44,"temp",21.3723468780518,"Tag3"
"42",2015-11-10 05:19:47,"temp",21.3616218566895,"Tag3"
"43",2015-11-10 05:20:48,"temp",21.3616218566895,"Tag3"
"44",2015-11-10 05:21:44,"temp",21.3616218566895,"Tag3"
"45",2015-11-10 05:22:44,"temp",21.3616218566895,"Tag3"
"46",2015-11-10 05:23:43,"temp",21.3616218566895,"Tag3"
"47",2015-11-10 05:24:38,"temp",21.3616218566895,"Tag3"
"48",2015-11-10 05:25:41,"temp",21.3616218566895,"Tag3"
"49",2015-11-10 05:26:37,"temp",21.3723468780518,"Tag3"
"50",2015-11-10 05:27:38,"temp",21.3723468780518,"Tag3"
"51",2015-11-10 05:28:37,"temp",21.3616218566895,"Tag3"
"52",2015-11-10 05:29:28,"temp",21.3508968353271,"Tag3"
"53",2015-11-10 05:30:15,"temp",21.3508968353271,"Tag3"
"54",2015-11-10 05:31:18,"temp",21.3401718139648,"Tag3"
"55",2015-11-10 05:32:19,"temp",21.3508968353271,"Tag3"
"56",2015-11-10 05:33:12,"temp",21.3616218566895,"Tag3"
"57",2015-11-10 05:34:13,"temp",21.3616218566895,"Tag3"
"58",2015-11-10 05:35:16,"temp",21.3508968353271,"Tag3"
"59",2015-11-10 05:36:18,"temp",21.3508968353271,"Tag3"
"60",2015-11-10 05:37:20,"temp",21.3616218566895,"Tag3"
"61",2015-11-10 05:38:13,"temp",21.3508968353271,"Tag3"
"62",2015-11-10 05:39:10,"temp",21.3616218566895,"Tag3"
"63",2015-11-10 05:40:08,"temp",21.3508968353271,"Tag3"
"64",2015-11-10 05:41:11,"temp",21.3616218566895,"Tag3"
"65",2015-11-10 05:41:52,"temp",21.3616218566895,"Tag3"
"66",2015-11-10 05:42:48,"temp",21.3616218566895,"Tag3"
"67",2015-11-10 05:43:43,"temp",21.3508968353271,"Tag3"
"68",2015-11-10 05:44:39,"temp",21.3508968353271,"Tag3"
"69",2015-11-10 05:45:42,"temp",21.3508968353271,"Tag3"
"70",2015-11-10 05:46:43,"temp",21.3508968353271,"Tag3"
"71",2015-11-10 05:47:36,"temp",21.3508968353271,"Tag3"
"72",2015-11-10 05:48:33,"temp",21.3508968353271,"Tag3"
"73",2015-11-10 05:49:35,"temp",21.3508968353271,"Tag3"
"74",2015-11-10 05:50:37,"temp",21.3508968353271,"Tag3"
"75",2015-11-10 05:51:37,"temp",21.3508968353271,"Tag3"
"76",2015-11-10 05:52:31,"temp",21.3401718139648,"Tag3"
"77",2015-11-10 05:53:34,"temp",21.3508968353271,"Tag3"
"78",2015-11-10 05:54:30,"temp",21.3401718139648,"Tag3"
"79",2015-11-10 05:55:29,"temp",21.3508968353271,"Tag3"
"80",2015-11-10 05:56:31,"temp",21.3401718139648,"Tag3"
"81",2015-11-10 05:57:09,"temp",21.3508968353271,"Tag3"
"82",2015-11-10 05:58:12,"temp",21.3508968353271,"Tag3"
"83",2015-11-10 05:59:05,"temp",21.3401718139648,"Tag3"
"84",2015-11-10 06:00:08,"temp",21.3508968353271,"Tag3"
"85",2015-11-10 06:01:01,"temp",21.3616218566895,"Tag3"
"86",2015-11-10 06:02:02,"temp",21.3508968353271,"Tag3"
"87",2015-11-10 06:03:05,"temp",21.3401718139648,"Tag3"
"88",2015-11-10 06:04:01,"temp",21.3401718139648,"Tag3"
"89",2015-11-10 06:04:56,"temp",21.3401718139648,"Tag3"
"90",2015-11-10 06:05:56,"temp",21.3401718139648,"Tag3"
"91",2015-11-10 06:06:45,"temp",21.3508968353271,"Tag3"
"92",2015-11-10 06:07:40,"temp",21.3508968353271,"Tag3"
"93",2015-11-10 06:08:30,"temp",21.3508968353271,"Tag3"
"94",2015-11-10 06:09:27,"temp",21.3401718139648,"Tag3"
"95",2015-11-10 06:10:15,"temp",21.3401718139648,"Tag3"
"96",2015-11-10 06:11:18,"temp",21.3508968353271,"Tag3"
"97",2015-11-10 06:12:14,"temp",21.3401718139648,"Tag3"
"98",2015-11-10 06:13:15,"temp",21.3294448852539,"Tag3"
"99",2015-11-10 06:14:17,"temp",21.3401718139648,"Tag3"
"100",2015-11-10 06:15:05,"temp",21.3294448852539,"Tag3"
"101",2015-11-10 06:16:07,"temp",21.3401718139648,"Tag3"
"102",2015-11-10 06:17:02,"temp",21.3508968353271,"Tag3"
"103",2015-11-10 06:18:05,"temp",21.3401718139648,"Tag3"
"104",2015-11-10 06:19:02,"temp",21.3401718139648,"Tag3"
"105",2015-11-10 06:20:01,"temp",21.3401718139648,"Tag3"
"106",2015-11-10 06:20:55,"temp",21.3401718139648,"Tag3"
"107",2015-11-10 06:21:55,"temp",21.3401718139648,"Tag3"
"108",2015-11-10 06:22:47,"temp",21.3401718139648,"Tag3"
"109",2015-11-10 06:23:41,"temp",21.3401718139648,"Tag3"
"110",2015-11-10 06:24:43,"temp",21.3294448852539,"Tag3"
"111",2015-11-10 06:25:40,"temp",21.3508968353271,"Tag3"
"112",2015-11-10 06:26:42,"temp",21.3508968353271,"Tag3"
"113",2015-11-10 06:27:45,"temp",21.3294448852539,"Tag3"
"114",2015-11-10 06:28:48,"temp",21.3294448852539,"Tag3"
"115",2015-11-10 06:29:45,"temp",21.3401718139648,"Tag3"
"116",2015-11-10 06:30:47,"temp",21.3294448852539,"Tag3"
"117",2015-11-10 06:31:46,"temp",21.3294448852539,"Tag3"
"118",2015-11-10 06:32:38,"temp",21.3294448852539,"Tag3"
"119",2015-11-10 06:33:31,"temp",21.3401718139648,"Tag3"
"120",2015-11-10 06:34:33,"temp",21.3294448852539,"Tag3"
"121",2015-11-10 06:35:37,"temp",21.3401718139648,"Tag3"
"122",2015-11-10 06:36:02,"temp",21.3401718139648,"Tag3"
"123",2015-11-10 06:36:38,"temp",21.3294448852539,"Tag3"
"124",2015-11-10 06:36:39,"temp",21.3294448852539,"Tag3"
"125",2015-11-10 06:37:16,"temp",21.3294448852539,"Tag3"
"126",2015-11-10 06:38:14,"temp",21.3401718139648,"Tag3"
"127",2015-11-10 06:39:14,"temp",21.3294448852539,"Tag3"
"128",2015-11-10 06:40:10,"temp",21.3401718139648,"Tag3"
"129",2015-11-10 06:41:05,"temp",21.3294448852539,"Tag3"
"130",2015-11-10 06:42:07,"temp",21.3401718139648,"Tag3"
"131",2015-11-10 06:43:06,"temp",21.3401718139648,"Tag3"
"132",2015-11-10 06:44:02,"temp",21.3401718139648,"Tag3"
"133",2015-11-10 06:45:04,"temp",21.3294448852539,"Tag3"
"134",2015-11-10 06:45:55,"temp",21.3294448852539,"Tag3"
"135",2015-11-10 06:46:33,"temp",21.3187198638916,"Tag3"
"136",2015-11-10 06:47:23,"temp",21.3187198638916,"Tag3"
"137",2015-11-10 06:48:14,"temp",21.3294448852539,"Tag3"
"138",2015-11-10 06:49:13,"temp",21.3294448852539,"Tag3"
"139",2015-11-10 06:49:55,"temp",21.3294448852539,"Tag3"
"140",2015-11-10 06:50:56,"temp",21.3294448852539,"Tag3"
"141",2015-11-10 06:51:59,"temp",21.3187198638916,"Tag3"
"142",2015-11-10 06:52:58,"temp",21.3187198638916,"Tag3"
"143",2015-11-10 06:53:53,"temp",21.3187198638916,"Tag3"
"144",2015-11-10 06:54:41,"temp",21.3401718139648,"Tag3"
"145",2015-11-10 06:55:41,"temp",21.3187198638916,"Tag3"
"146",2015-11-10 06:56:42,"temp",21.3294448852539,"Tag3"
